framenr,kanji,keyword,public,last_edited,story
891,懐,"bust/pocket",0,2017-09-28 15:55:21,"Albert Einstein was in need of some money when he got the great idea of stealing the golden bust in the middle of the city. He went at night and snuck the bust in his pocket. Some streets ahead, he was caught. 
His punishment for stealing the bust was having his eyeballs perforated by needles and hving his garments burn with him."
892,慢,"chronic",0,2017-03-01 20:57:55,"Einstein diagnosed Freeman with chronic stupidity."
893,漫,"cartoon/manga",0,2018-01-26 19:03:06,"Nelson Mandela is reading a manga comfortably in his reclining chair; his kids then proceeded to drop a glass of water on him and get him wt. Yaranaika.
CONFUSED WITH GENIUS. CAREFUL WITH OTHER ELEMENTS"
895,置,"placement",0,2017-07-10 00:50:09,"Product placement should be at *eye* level so it's seen *straightaway*"
896,罰,"penalty",0,2017-03-02 15:40:36,"The eye is guarding the goalposts, instead of someone kicking the ball, it is snookered into the goal with a word sword and a sabre."
897,寧,"rather",0,2018-01-13 04:27:01,"A pretty tough kanji. Think of elegant old housewives with English accents dining together at a HOUSE party. The hostess brings out a dish of hors d'oeuvres: a SPIKE of metal with an EYEBALL and a HEART skewered on it. Upon being offered this treat, one of the housewives says in her English accent, ""I'd RATHER not.""
STROKE ORDER"
898,濁,"voiced",0,2017-03-02 15:59:43,"The voiced edition was a really strange sight. The poor seiyuu was straped to a table and wrapped by bugs. A big hose of water was being sprayed on her as an odd eyeball was looking down to her."
899,環,"ring",0,2017-03-02 16:07:03,"The old king wanted to get the ring for his collection. he arrives at a magnificent hall alla Anor Londo. The ring is in the back of the hall and is led to by a red carpet. It is guarded by two enormous guards. An ominous eye and a mouth with a scarf."
900,還,"send back",0,2017-03-02 18:24:53,"The ring was sent back with their escorts to the original sender in China on the road."
901,夫,"husband/おっと/大丈ぶ",0,2017-03-02 18:27:55,"Homer Simpson, as a primitive"
902,扶,"aid",0,2017-03-02 18:30:17,"Last time he opened a first aid kit, home simpson got a high voltage shock. He is now afraid to touch one and ha to use the old finger as an extension."
903,渓,"mountain stream",0,2017-03-02 18:32:44,"Homer Simpson was lost at the Sahara desert. The vultures started to turn round him and when he was about to give up, he saw a mountain stram coming down from the everest."
904,規,"standard",0,2017-03-24 18:46:48,"When the humans captured the giants spaceship, they didn't know what to do. It was a standard spaceship that sadly had a gear shift. They moved it with the power of Homer Simpson. sadly, it wasn't a gear shift but a security system. The humans are wiped by an eye with legs"
905,替,"exchange",0,2017-03-02 18:37:09,"The employees are advised to make use of Sharepoint to exchange the husbands and to mark them with a red hot sun."
906,賛,"approval(not genuine)",0,2017-09-28 16:03:50,"The seashell of approval was put on the submarine by two husbands."
907,潜,"submerge",0,2017-09-28 20:19:46,"The scientistshave developed a technology that gives any submarine the ability to stay under the water for and indefinite period of time. How did they do it? It comes as a shocker, but the company responsible for the tech is none other than microsoft. The y went and developed Microsoft Exhange Waterproof that allows the exchange of oxygen and food even when underwater."
908,失,"lose",0,2017-03-03 18:17:50,"Note: Heisig's stroke order is wrong. It's the same as vermilion, drop first. *Homer* #loses/drops# his wedding ring."
909,鉄,"iron",0,2017-03-03 18:24:26,"Pig iron loses it's flexibility when tranformed to iron."
910,迭,"alternate",0,2017-03-03 18:26:34,"When you get lost, you just take an alternate road to get back on track."
911,臣,"servant",0,2017-03-03 18:31:12,"Retainer: *a servant, especially one who has worked for a person or familly for a long time.*

Now, if you imagine looking at a retainer (e.g. Igor) from top, you see how he is bending his head (middle rectange) between his two shoulders as he offers something with his two hands (upper and lower lines) to his master."
912,姫,"princess/ひめ",0,2017-03-03 18:36:07,"Princess Mononoke was ordering her poor retainer. She was too cruel as she hit Igor with a giant whip."
913,蔵,"storehouse",0,2017-03-03 18:38:49,"Slaves moved flowers from the storehouse in preparation for the parade."
914,臓,"entrails",0,2018-01-25 19:17:56,"The strehouse is full of entrails. When it can no longer fit more, pile the up outside in a pile of flesh.
CONFUED WITH FLESH AND PIGLETT"
915,賢,"intelligent",0,2018-01-29 16:48:45,"The most intellingent persons in the Earth are having a battle over. On this side, master of the jedi; Yoda!
On the other side; Mrs. Monica.
The winnner gets a giant seashell as a prize..
CONFUSED HITLER AND EVERYONE"
916,腎,"kidney",0,2017-03-03 19:48:50,"Yoda had a superpower when it comes to fighting. He will take the kidneys out of his opponents and put them in a pile of flesh in front of him."
917,堅,"strict",0,2018-01-25 19:35:49,"Mrs. Gabriela is such a strict teacher, she even made Yoda eat dirt before her feet as a punishment.
THIS IS NOT KIBISHI APPARENTLY"
918,臨,"look to",0,2017-09-28 20:25:54,"This a picture of a slave, his master and some goods. The master is lying beofre the goods and the slave is to the side of them. The master fisrt looks to the good to ensure they are there, then he loks to the slave in order to see that he is mounting  guard, then he looks to the sky in relaxation that his goods are in the slave hands. He does this from time to time... Look to the goods, look to the slave, look to the sky."
919,覧,"perusal",0,2017-03-06 20:50:19,"When doing a perusal on the final report, you spot a racist mistake. A number one wrapped in bandages whipping a slave. The eye with legs spots this mistake and corrects it by grabbing it by the head and popping it."
920,巨,"gigantic",0,2017-03-06 20:53:24,"this is actually the top view of a porn star with a gigantic erect penis. The top and bottom are his arms and the middle is his penis. Imagine him making the pumping motion while he's banging some chick. The arms move in, the penis moves out and vice versa."
921,拒,"repel",0,2017-03-06 20:56:43,"The giant uses a special device to wear his repels. He buys an extra big can at the store and puts it in a special device which locks and sparys the can over it's body."
922,力,"power",1,2017-03-06 20:59:19,"Terry Crews"
924,労,"labor",0,2017-03-07 15:57:17,"Kids who displayed their full power level in school are now laboring in the fields"
925,募,"recruit",0,2017-03-07 16:01:43,"Terry Crews is guarding the recruit graveyard as to not let anybody see their deceased ones."
926,劣,"inferiority",0,2017-03-07 16:03:00,"You feel inferiority complex when looking to the few Terry Crews above you."
927,功,"achievement",0,2017-03-07 16:21:41,"There's a secret achievement in the game. When you take the I beam from the beggining of the game all the way to the end and hit the final boss with it, Terry Crews makes an easter egg appearance stopping the hit as it is about to make contact."
928,勧,"persuade",0,2017-03-07 16:25:04,"Pegasus persuades Terry Crews to start the murders."
929,努,"toil",0,2017-03-07 16:28:13,"The hardest of toils. Putting the face of the guy who stole your girl with the big crotch down the toilet drain."
930,勃,"erection",0,2018-01-26 19:30:17,"an erection can shoot like a *needle* from its *crown* and has the *power* to make a *child*
CAREFUL WITH ADD"
931,励,"encourage",0,2018-02-01 20:37:44,"When the final battle began between cliffman and terry crews,  everybody encouraged them not to destroy earth.
GET NORRIS OUT OF THE PICTURE DAMMINT"
932,加,"add",0,2017-03-07 16:45:07,"If you eat anymore, you will be adding more カロries. (katakana karo)"
933,賀,"congratulations",0,2017-03-07 16:50:15,"#Congratulations#! You have converted your カロries into *money*! (= you have saved a lot of money by not spending them on useless calorie-rich sweets and desserts.)"
934,架,"erect",0,2017-03-07 20:22:57,"the washington's monumentas was erected weirdly. They put some viagra and calories in some trees roots and when they gre they helped edificate the monument."
935,脇,"armpit",0,2017-03-07 20:28:25,"When Terry Crews used his armpit attack, he defeated 3 stinky foes at one. the only thing remaining was a pile of flesh besides his armpit."
936,脅,"threaten",0,2017-03-07 20:33:41,"This is another perspective on the previous frame. Instead of seeing it from Terry's POV, this time is from the smelly baddies POV. They are shown the pile of flesh thats has become of their friends and the armpit threatens them from above."
937,協,"co-",0,2017-03-07 20:39:49,"The nurse says : “If you co-operate, that *needle* (syringe) in your *triceps* won't hurt”. Then she pulls this massive needle out of his pocket and draw it near. before it punctures your skin, three smelly guys stop the needle sacrificieng their bodies in the process."
938,行,"going/いく",0,2017-03-07 20:43:50,"Column"
939,律,"rhythm",0,2017-03-08 20:40:05,"A column with a giant brush painting another column with a giant brush painting another column with a giant brush... All to the rhythm of a nice song."
940,復,"restore",0,2017-03-08 20:43:21,"When the city was restored, they used a new technology. They used a special metal column at the inner centre to keep all in place. The only disadvantage to this was that nobody could turn their back to the column."
941,得,"gain",0,2017-03-27 17:44:13,"No being glued to the column unitl daybreak, no gain"
942,従,"accompany",0,2017-03-08 20:49:24,"The Emperor column is always accompanied by his horned mender. They can't afford to show a chip on the emperor majestic body."
943,徒,"junior/gangs",0,2017-03-08 20:52:44,"The Junior Club has recently changed their specialization; they are no longer a tennis club, they changed to a special thing. Gangs now run on columns for the prize at the end."
944,待,"wait",0,2017-03-08 20:56:33,"The COLUMNS of this TEMPLE are a well-know meeting spot. There's even a waiting room inside of of those."
945,往,"journey",0,2017-03-08 21:00:06,"The lord has taken a nice approach to the Journey to the West book. he reads it atop a giant column and gets hgigher up as he finishes the volume."
946,征,"subjugate",0,2017-03-09 02:38:55,"La manera correcta de subyugar a una mula es con una columna sobre su cuello."
947,径,"diameter",0,2017-03-09 02:42:50,"The diameter of the world's biggest column is only measurable with a roll of toilet papaer."
948,彼,"he",0,2017-03-09 16:05:08,"He who may don the pelts of the enemy.
He who may have not commited felony.
He who may touch the everlasting column.
He who may be amongst fools and be solemn.
He who may be king and yet behave like man.
He who may be cornered and yet have a plan
He who may take the unforgiving minute.
His will be the Earth, and everything thats in it.."
